TIME_PERIOD,INDEX_TYPE,COICOP_1999,TYPE_OF_TRANSFORMATION,COUNTRY,FREQUENCY,IFS_FLAG,COMMON_REFERENCE_PERIOD,OVERLAP,SCALE,ACCESS_SHARING_LEVEL,SECURITY_CLASSIFICATION,value
2022-M02,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,100.7
2022-M03,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,101.1
2022-M04,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,101.5
2022-M05,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,101.8
2022-M06,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,101.8
2022-M07,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,102.3
2022-M08,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,102.7
2022-M09,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,103.1
2022-M10,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,103.7
2022-M11,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,103.9
2022-M12,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,104.1
2023-M01,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,104.7
2023-M02,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,104.0
2023-M03,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,104.4
2023-M04,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,105.1
2023-M05,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,105.1
2023-M06,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,105.2
2023-M07,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,105.7
2023-M08,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,105.9
2023-M09,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,106.2
2023-M10,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,107.1
2023-M11,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,106.9
2023-M12,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,106.8
2024-M01,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,106.9
2024-M02,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,106.9
2024-M03,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,107.2
2024-M04,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,107.7
2024-M05,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,108.1
2024-M06,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,108.2
2024-M07,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,108.6
2024-M08,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,109.1
2024-M09,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,108.9
2024-M10,CPI,_T,IX,JPN,M,true,2020A,OL,0,PUBLIC_OPEN,PUB,109.5
